Quotation_ID,PO_ID,Supplier_ID,Supplier_Name,Supplier_Rating,Material_ID,Material_Name,Material_Qty,Quoted_UnitPrice,Delivery_Date,Additional_Conditions,Create_Datetime
Q945,PO-20903535,S112,Supplier_S112,4.4,M007,Vegetable Oil,1000,1.1,05-07-2025,Discount on next purchase,03-06-25 07:01:29
Q946,PO-20802944,S172,Supplier_S172,4.5,M020,Natural Flavors,200,2.14,20-07-2025,Bulk Discount Available and payment within 30 days,19-06-25 05:37:29
Q947,PO-20748582,S189,Supplier_S189,4.5,M020,Natural Flavors,1000,1.98,10-07-2025,No returns accepted after 15 days,29-05-25 01:16:29
Q948,PO-20350911,S161,Supplier_S161,4.5,M003,Citric Acid,100,1.67,08-07-2025,Custom packaging available,11-06-25 08:30:29
Q949,PO-20719398,S151,Supplier_S151,4.7,M002,Salt,2000,1.76,13-07-2025,Bulk Discount Available and payment within 30 days,14-06-25 08:44:29
Q950,PO-20128225,S064,Supplier_S064,4.1,M020,Natural Flavors,500,1.72,28-06-2025,Delivery in reusable containers,28-05-25 11:15:29
Q951,PO-20662177,S027,Supplier_S027,4.6,M019,Paprika Extract,1000,1.42,23-07-2025,Flexible lead time on bulk orders,30-05-25 14:04:29
Q952,PO-20419472,S194,Supplier_S194,4.8,M042,Acetic Acid,1000,1.74,14-07-2025,Bulk Discount Available and payment within 30 days,14-06-25 05:46:29
Q953,PO-20259072,S005,Supplier_S005,4.7,M008,Sunflower Oil,100,1.72,16-07-2025,Delivery in reusable containers,23-05-25 20:19:29
Q954,PO-20564809,S184,Supplier_S184,4.4,M005,Potatoes,2000,1.43,12-07-2025,Free delivery for orders above 1000 units,13-06-25 14:37:29
Q955,PO-20028314,S190,Supplier_S190,3.9,M001,Sugar,1000,1.73,09-07-2025,Delivery in reusable containers,31-05-25 03:42:29
Q956,PO-20086588,S188,Supplier_S188,4.4,M033,Vanillin,200,1.4,17-07-2025,Free delivery for orders above 1000 units,19-06-25 01:01:29
Q957,PO-20612249,S193,Supplier_S193,4.6,M024,Ascorbic Acid,100,1.57,20-07-2025,Discount on next purchase,27-05-25 06:34:29
Q958,PO-20232179,S172,Supplier_S172,4.1,M015,Maltodextrin,1000,1.52,23-07-2025,Advance payment required,13-06-25 11:26:29
Q959,PO-20604313,S029,Supplier_S029,4.2,M008,Sunflower Oil,2000,1.76,15-07-2025,Free delivery for orders above 1000 units,14-06-25 08:35:29
Q960,PO-20796305,S007,Supplier_S007,4.1,M001,Sugar,100,1.21,12-07-2025,Special pricing for long-term contracts,11-06-25 22:00:29
Q961,PO-20411705,S190,Supplier_S190,3.9,M001,Sugar,200,1.31,04-07-2025,Special pricing for long-term contracts,31-05-25 19:08:29
Q962,PO-20106243,S183,Supplier_S183,4.4,M009,Palm Oil,100,1.74,09-07-2025,Discount on next purchase,03-06-25 06:43:29
Q963,PO-20419071,S093,Supplier_S093,4.1,M003,Citric Acid,1000,1.35,04-07-2025,No returns accepted after 15 days,21-06-25 07:48:29
Q964,PO-20038350,S115,Supplier_S115,4.4,M002,Salt,1000,1.63,28-06-2025,Bulk Discount Available and payment within 30 days,25-05-25 09:36:29
Q965,PO-20211136,S090,Supplier_S090,4.7,M016,Dextrose,100,1.72,10-07-2025,Flexible lead time on bulk orders,20-06-25 21:33:29
Q966,PO-20413338,S161,Supplier_S161,4.5,M003,Citric Acid,500,1.67,19-07-2025,No returns accepted after 15 days,24-05-25 18:54:29
Q967,PO-20012331,S196,Supplier_S196,4.2,M042,Acetic Acid,100,1.34,09-07-2025,Flexible lead time on bulk orders,07-06-25 08:03:29
Q968,PO-20105695,S190,Supplier_S190,3.9,M001,Sugar,200,1.47,11-07-2025,Delivery in reusable containers,12-06-25 20:20:29
Q969,PO-20862736,S076,Supplier_S076,4.1,M007,Vegetable Oil,1000,1.44,10-07-2025,No returns accepted after 15 days,04-06-25 05:38:29
Q970,PO-20715434,S090,Supplier_S090,4.7,M016,Dextrose,2000,1.37,30-06-2025,Custom packaging available,12-06-25 21:13:29
Q971,PO-20645408,S024,Supplier_S024,4.3,M024,Ascorbic Acid,2000,1.57,09-07-2025,Free delivery for orders above 1000 units,07-06-25 13:06:29
Q972,PO-20918220,S057,Supplier_S057,4.5,M006,Corn,1000,1.49,01-07-2025,Advance payment required,25-05-25 03:22:29
Q973,PO-20578675,S172,Supplier_S172,4.5,M020,Natural Flavors,100,1.3,05-07-2025,Custom packaging available,16-06-25 11:16:29
Q974,PO-20862918,S109,Supplier_S109,4.3,M013,Onion Powder,200,1.6,06-07-2025,Special pricing for long-term contracts,30-05-25 23:32:29
Q975,PO-20808826,S093,Supplier_S093,4.1,M006,Corn,200,1.44,17-07-2025,Custom packaging available,19-06-25 07:06:29
Q976,PO-20094904,S064,Supplier_S064,4.1,M020,Natural Flavors,200,1.45,07-07-2025,Advance payment required,15-06-25 13:30:29
Q977,PO-20604733,S189,Supplier_S189,4.5,M020,Natural Flavors,200,1.47,15-07-2025,Bulk Discount Available and payment within 30 days,08-06-25 19:30:29
Q978,PO-20225113,S196,Supplier_S196,4.2,M042,Acetic Acid,1000,1.92,18-07-2025,No returns accepted after 15 days,29-05-25 12:10:29
Q979,PO-20040393,S007,Supplier_S007,4.1,M001,Sugar,200,1.49,02-07-2025,No returns accepted after 15 days,17-06-25 02:58:29
Q980,PO-20678229,S071,Supplier_S071,4.4,M037,Caramel Color,100,1.37,06-07-2025,Advance payment required,18-06-25 04:19:29
Q981,PO-20696719,S046,Supplier_S046,4.4,M033,Vanillin,2000,1.39,17-07-2025,Special pricing for long-term contracts,09-06-25 01:02:29
Q982,PO-20096760,S172,Supplier_S172,4.1,M015,Maltodextrin,200,1.39,18-07-2025,No returns accepted after 15 days,27-05-25 08:42:29
Q983,PO-20025198,S071,Supplier_S071,4.4,M037,Caramel Color,200,1.56,15-07-2025,Delivery in reusable containers,19-06-25 06:36:29
Q984,PO-20292339,S159,Supplier_S159,4.5,M003,Citric Acid,1000,1.6,17-07-2025,Free delivery for orders above 1000 units,27-05-25 14:18:29
Q985,PO-20525162,S193,Supplier_S193,4.6,M024,Ascorbic Acid,2000,1.31,19-07-2025,Special pricing for long-term contracts,13-06-25 01:00:29
Q986,PO-20476316,S172,Supplier_S172,4.1,M015,Maltodextrin,100,1.36,09-07-2025,No returns accepted after 15 days,20-06-25 00:18:29
Q987,PO-20140940,S190,Supplier_S190,3.9,M001,Sugar,100,1.72,22-07-2025,Bulk Discount Available and payment within 30 days,05-06-25 07:08:29
Q988,PO-20130370,S012,Supplier_S012,4,M037,Caramel Color,100,1.57,03-07-2025,Free delivery for orders above 1000 units,18-06-25 10:40:29
Q989,PO-20465222,S074,Supplier_S074,3.7,M013,Onion Powder,500,1.4,06-07-2025,Discount on next purchase,04-06-25 08:04:29
Q990,PO-20980591,S041,Supplier_S041,4.3,M026,Cocoa Powder,1000,1.67,23-07-2025,Free delivery for orders above 1000 units,10-06-25 04:30:29
Q991,PO-20576545,S172,Supplier_S172,4.5,M020,Natural Flavors,1000,1.27,10-07-2025,Free delivery for orders above 1000 units,14-06-25 07:13:29
Q992,PO-20053701,S146,Supplier_S146,4.4,M005,Potatoes,100,1.72,06-07-2025,Custom packaging available,21-06-25 10:14:29
Q993,PO-20898171,S057,Supplier_S057,4.4,M002,Salt,2000,1.32,04-07-2025,Special pricing for long-term contracts,20-06-25 22:25:29
Q994,PO-20501823,S061,Supplier_S061,4.5,M024,Ascorbic Acid,2000,1.64,17-07-2025,Free delivery for orders above 1000 units,28-05-25 12:24:29
Q995,PO-20242655,S184,Supplier_S184,4.2,M015,Maltodextrin,1000,1.52,14-07-2025,Custom packaging available,17-06-25 21:23:29
Q996,PO-20516632,S151,Supplier_S151,4.7,M002,Salt,1000,1.6,17-07-2025,Bulk Discount Available and payment within 30 days,17-06-25 03:26:29
Q997,PO-20290223,S007,Supplier_S007,4.1,M001,Sugar,2000,1.59,20-07-2025,Free delivery for orders above 1000 units,30-05-25 04:06:29
Q998,PO-20213493,S189,Supplier_S189,4.5,M020,Natural Flavors,100,1.2,18-07-2025,Delivery in reusable containers,19-06-25 00:45:29
Q999,PO-20827690,S112,Supplier_S112,4.4,M007,Vegetable Oil,2000,1.55,05-07-2025,Bulk Discount Available and payment within 30 days,28-05-25 08:37:29
Q1000,PO-20337743,S188,Supplier_S188,4.4,M033,Vanillin,100,1.55,21-07-2025,Custom packaging available,28-05-25 10:46:29
